url,text,tag
https://www.mlb.com/glossary/rules/ambidextrous-pitchers,"A pitcher must visually indicate with which hand he will use to pitch prior to the start of a plate appearance. This can be accomplished simply by wearing his glove on his non-throwing hand and placing his foot on the pitching rubber. Barring injury, he is not permitted to pitch with the other hand until the batter is retired, becomes a baserunner or is removed for a pinch-hitter.",ambidextrous-pitchers
https://www.mlb.com/glossary/rules/ambidextrous-pitchers,"The pitcher is allowed to pitch with the opposite hand mid-plate appearance should he incur an injury with the other, but he is then barred from pitching with the injured hand for the rest of the game.",ambidextrous-pitchers
https://www.mlb.com/glossary/rules/appeal-plays,The defensive team can appeal certain plays to alert the umpires of infractions that would otherwise be allowed without the appeal. Appeal plays are not the same as a manager asking the umpire for an instant-replay review.,appeal-plays
https://www.mlb.com/glossary/rules/appeal-plays,"An appeal can be made when the offensive team bats out of turn. Baserunning instances that are subject to appeal include a runner failing to tag up correctly on a caught fly ball, a runner failing to touch the bases in order -- either when advancing or retreating -- a runner failing to return to first base promptly after overrunning or oversliding it, and a runner failing to touch home plate and making no attempt to return to it.",appeal-plays
https://www.mlb.com/glossary/rules/appeal-plays,"No runner may return to touch a missed base after a following runner has scored. And when the ball is dead, no runner may return to touch a missed base after he has touched a base beyond the missed base. That means a batter who hits a ground-rule double or a homer can be called out on appeal if he misses first base and doesn't correct his error before touching second.",appeal-plays
https://www.mlb.com/glossary/rules/appeal-plays,"Appeals must be made before the next pitch or attempted play, or before the entire defensive team has left fair territory if the play in question resulted in the end of a half-inning. The appealing team must make clear their intention to appeal, either via verbal request or another act that unmistakably indicates its attempt to appeal.",appeal-plays
https://www.mlb.com/glossary/rules/balk,"A balk occurs when a pitcher makes an illegal motion on the mound that the umpire deems to be deceitful to the runner(s). As a result, any men on base are awarded the next base, and the pitch (if it was thrown in the first place) is waved off for a dead ball.",balk
https://www.mlb.com/glossary/rules/balk,"In September 2022, Major League Baseball announcedthat were approved by the league’s Competition Committee.",balk
https://www.mlb.com/glossary/rules/balk,The Pitch Time rule change stipulates the following around disengagement violations:,balk
https://www.mlb.com/glossary/rules/balk,"Exactly what constitutes a balk is summed up in section 8 of the MLB rules, which describes a legal pitching delivery.",balk
https://www.mlb.com/glossary/rules/balk,"Pitchers with high balk totals are also generally adept at picking runners off, this being because their moves to first base are typically so deceptive that they border on being illegal. Any umpire, if he notices an illegal movement by the pitcher, can call a balk.",balk
https://www.mlb.com/glossary/rules/balk,"The specific rules for balks were first introduced in 1898 to prevent pitchers from intentionally deceiving baserunners. Without balk rules, pitchers had any means of fooling baserunners, who had to act conservatively on the bases as a result.",balk
https://www.mlb.com/glossary/rules/balk,"In A Call: ""free advancement""",balk
https://www.mlb.com/glossary/rules/base-sizes,"In September 2022, Major League Baseball announcedthat were approved by the league’s Competition committee. The rules were adopted after extensive testing at the Minor League level over a several-year period and with feedback from MLB player and umpire representatives..",base-sizes
https://www.mlb.com/glossary/rules/base-sizes,"One of the rule changes covers the size of the bases, which traditionally have been 15 inches square, but will now be 18 inches square. Home plate remains unchanged.",base-sizes
https://www.mlb.com/glossary/rules/base-sizes,"Though the base-size change may have a modest impact on stolen-base success rate, the modification’s primary goal is to give players more room to operate and to avoid collisions. This is especially key at first base, where fielders will have an extra 3-inch advantage to stay out of harm’s way from the baserunner while receiving throws.",base-sizes
https://www.mlb.com/glossary/rules/base-sizes,"The change will create a 4 1/2-inch reduction in the distance between first and second base and between second base and third, which will likely encourage more stolen-base attempts. The bigger bases could also have the effect of reducing over-sliding, whereby a player loses contact with the bag after sliding through it.",base-sizes
https://www.mlb.com/glossary/rules/batters-box,"A regulation baseball field has two batter's boxes -- one on the left side and one on the right side of home plate -- drawn using the same chalk as the baselines. From the pitcher's point of view, left-handed batters stand in the batter's box on the left side of the plate and right-handed batters stand in the batter's box on the right side of the plate.",batters-box
https://www.mlb.com/glossary/rules/batters-box,"The batter is expected to promptly take his place in the batter's box when his turn to bat comes up and is not permitted to exit the box once the pitcher begins his windup or comes to the set position. The batter can request to be granted time by the umpire if the pitcher has not begun his windup or come to the set position. If his request is granted, the batter is then able to exit the box -- but not the dirt area surrounding home plate. He may also exit the box in other select instances, such as after a swing or bunt attempt, a passed ball, a wild pitch or an inside pitch that forces him out of the box. Furthermore, he may exit the box if the pitcher or catcher vacates his respective position, a member of the defensive team requests time or attempts a play on a runner at any base, or an attempted check swing is appealed to a base umpire. Otherwise, the batter is expected to keep at least one foot inside the box throughout his time at bat.",batters-box
https://www.mlb.com/glossary/rules/batters-box,"If a batted ball that has not yet been touched by a fielder makes contact with a batter who still has two feet in the batter's box, the ball will be ruled foul. But if the batter has already exited the batter's box before being contacted by a fair ball that has not yet been touched by a fielder, the batter will be called out.",batters-box
https://www.mlb.com/glossary/rules/batting-out-of-turn,"If a team bats out of turn, the onus is not on the umpires to notify either team of the transgression. The consequences of batting out of turn vary depending on the timing of the appeal.",batting-out-of-turn
https://www.mlb.com/glossary/rules/batting-out-of-turn,"Appeal made during plate appearance: If the opposing team makes its appeal or the offensive team realizes its error before the incorrect batter's plate appearance has concluded, then the correct batter can take his place at bat while assuming the incorrect batter's count.",batting-out-of-turn
https://www.mlb.com/glossary/rules/batting-out-of-turn,"Appeal made following plate appearance but before next pitch or attempted play: If the appeal occurs between the conclusion of the incorrect batter's plate appearance but before the next pitch or attempted play, the correct batter is called out. Furthermore, any score or advancement caused by the incorrect batter batting a ball or reaching first base is nullified.",batting-out-of-turn
https://www.mlb.com/glossary/rules/batting-out-of-turn,"However, scores or advancements are counted if they occur as a result of a stolen base, balk, wild pitch or passed ball during the incorrect batter's plate appearance.",batting-out-of-turn
https://www.mlb.com/glossary/rules/batting-out-of-turn,"Appeal made following plate appearance and after next pitch or attempted play: If no appeal is made before the next pitch or attempted play following the conclusion of the incorrect batter's plate appearance, the incorrect batter is now considered to have batted in turn and all scores or advancements made during or as a result of his plate appearance are counted. The offensive team continues batting in its designated order from that point and places the skipped batter back into his original lineup spot the next time around.",batting-out-of-turn
https://www.mlb.com/glossary/rules/catcher-interference,The batter is awarded first base if the catcher (or any other fielder) interferes with him at any point during a pitch.,catcher-interference
https://www.mlb.com/glossary/rules/catcher-interference,"If first base was occupied at the time of the pitch, the runner who held the base is permitted to move up one base. This also applies if first and second base were occupied or the bases were loaded at the time of the pitch.",catcher-interference
https://www.mlb.com/glossary/rules/catcher-interference,"If first base had been empty at the time of the pitch, no additional runners are permitted to advance.",catcher-interference
https://www.mlb.com/glossary/rules/catcher-interference,"When catcher interference occurs, the umpire will allow the play to progress because the outcome of the play may be more desirable than the interference. In that case, the offensive manager can elect to accept the outcome of the play over the interference.",catcher-interference
https://www.mlb.com/glossary/rules/coach-interference,"If a base coach interferes with a thrown ball, the runner will be ruled out. But if a thrown ball accidentally touches the base coach, the ball is alive and in play. Coaches must respect the fielder's right of way to make a play on a batted or thrown ball.",coach-interference
https://www.mlb.com/glossary/rules/coach-interference,"Base coaches can also be called for interference if the umpire determines that they physically assisted a runner -- by grabbing or holding said runner -- from leaving or returning to first or third base. Moreover, base coaches are not permitted to leave their boxes and act in any manner intended to draw a throw by a fielder.",coach-interference
https://www.mlb.com/glossary/rules/collisions-at-home-plate,", the baserunner is not allowed to deviate from his direct path to initiate contact with the catcher (or any player covering the plate). Runners are considered to be in violation of this rule if they collide with the catcher in cases where a slide could have been used to avoid the collision. If the umpire determines that the runner violated this rule, the runner shall be ruled out and the ball is dead. The other runners must return to the last base they had touched at the time of the collision.",collisions-at-home-plate
https://www.mlb.com/glossary/rules/collisions-at-home-plate,The catcher is not permitted to block the runner's path to the plate unless he is in possession of the ball. The runner can be ruled safe if the umpire determines the catcher violated this rule.,collisions-at-home-plate
https://www.mlb.com/glossary/rules/collisions-at-home-plate,"However, blocking the path of the runner in a legitimate attempt to receive a throw is not considered a violation. Also, even if the catcher is blocking the plate without possessing the ball and not making a legitimate attempt to receive a throw, a violation shall not be called if:",collisions-at-home-plate
https://www.mlb.com/glossary/rules/collisions-at-home-plate,"When receiving a throw, catchers will often provide a sliding lane into home plate for the runner to lower the possibility that they will be called for violating the rule. Likewise, runners can lower their chances of being called for a violation by sliding in the given lane.",collisions-at-home-plate
https://www.mlb.com/glossary/rules/collisions-at-home-plate,"History of the rule: In an attempt to place greater emphasis on player safety, the rule was adopted for the 2014 season. The change was made partially in response to a May 2011 collision at home plate that saw star catcher Buster Posey suffer a season-ending ankle injury.",collisions-at-home-plate
https://www.mlb.com/glossary/rules/dead-ball,"A dead ball is a ball that is out of play. The ruling of a dead ball halts the game and no plays can legally occur until the umpire resumes the game, though baserunners can advance as the result of acts that occurred while the ball was live. Dead balls are frequent occurrences during a game, and the dead-ball period typically does not last long before the ball is put back into play.",dead-ball
https://www.mlb.com/glossary/rules/dead-ball,"Dead balls most frequently occur when a batted ball becomes a foul ball or a fair ball is hit out of the playing field. Other common instances in which the ball is ruled dead include a batter being hit by a pitch, a balk, an illegal collision at home plate, obstruction of a baserunner, interference with a fielder's right of way, spectator interference, a batter or runner being granted time out by the umpire and a fair batted ball striking an umpire or runner.",dead-ball
https://www.mlb.com/glossary/rules/dead-ball,"If a fair ball gets lodged in the outfield wall padding -- or the ivy, in the case of Wrigley Field -- it is a ground-rule double. On all ground-rule doubles, the ball is dead, the batter-runner goes to second and all additional runners are permitted to move up two bases from the one they occupied at the time of the pitch.",dead-ball
https://www.mlb.com/glossary/rules/defensive-shift-limits,"In September 2022, Major League Baseball announcedthat were approved by the league’s Competition committee. The rules were adopted after extensive testing at the Minor League level over a several-year period and with feedback from MLB player and umpire representatives.",defensive-shift-limits
https://www.mlb.com/glossary/rules/defensive-shift-limits,"One of those rule changes included placing the following limitations on defensive shifts, beginning in the 2023 season:",defensive-shift-limits
https://www.mlb.com/glossary/rules/defensive-shift-limits,This rule does not preclude a team from positioning an outfielder in the infield or in the shallow outfield grass in certain situations. But it does prohibit four-outfielder alignments.,defensive-shift-limits
https://www.mlb.com/glossary/rules/defensive-shift-limits,"Going into the 2025 season, MLB made a minor tweak to the penalty incurred for violations of this rule. Previously, if an infielder was caught violating the rule, the batting team had two options: accept the result of the play or have the hitter be awarded an automatic ball. Under the new rules, the batting team may accept the result of the play or the batter will be granted a free base (enabling any other runners to advance one base) if there is a violation and the violating player was the first to touch the ball in play.",defensive-shift-limits
https://www.mlb.com/glossary/rules/designated-hitter-rule,"The designated hitter rule allows teams to use another player to bat in place of the pitcher. Because the pitcher is still part of the team's nine defensive players, the designated hitter -- or ""DH"" -- does not take the field on defense.",designated-hitter-rule
https://www.mlb.com/glossary/rules/designated-hitter-rule,"The rule was adopted by the American League in 1973, while pitchers continued to hit in games played at National League parks. The designated hitter was adopted by the National League as part of the 2022-26 collective bargaining agreement.",designated-hitter-rule
https://www.mlb.com/glossary/rules/designated-hitter-rule,"The DH must be selected prior to the game, and that selected hitter must come to bat at least one time -- unless the opposing team changes pitchers prior to that point. A team that chooses not to select a DH prior to a game is barred from using a DH for the rest of that game. A player who enters the game in place of the DH -- either as a pinch-hitter or a pinch-runner -- becomes the DH in his team's lineup thereafter.",designated-hitter-rule
https://www.mlb.com/glossary/rules/designated-hitter-rule,"If a player serving as the DH is later used on defense, he continues to bat in his same lineup spot. But for the rest of the game, his team cannot use a DH to bat in place of the pitcher. A team is also barred from using a DH for the rest of the game if the pitcher moves from the mound to another defensive position, a player pinch-hits for any other player and then becomes the pitcher, or the current pitcher pinch-hits or pinch-runs for the DH.",designated-hitter-rule
https://www.mlb.com/glossary/rules/designated-hitter-rule,"The DH rule was amended prior to the 2022 season to afford additional flexibility to starting pitchers who bat for themselves. Such a player is considered two separate people for the purposes of the DH rule. If the player is replaced as the pitcher, he can continue as the DH, and if the DH is replaced, he can continue as the pitcher (but can no longer bat for himself).",designated-hitter-rule
https://www.mlb.com/glossary/rules/designated-hitter-rule,"History of the rule: The designated hitter rule was adopted by the AL in 1973. Prior to 2022, pitchers were required to bat in all NL games and Interleague games in which the NL team was the designated home team. A universal DH was also in place as a one-season exception in 2020, as part of health and safety protocols instituted during the COVID-19 pandemic.",designated-hitter-rule
https://www.mlb.com/glossary/rules/designated-hitter-rule,"The DH was not used in the World Series from 1973-75, then was used by both World Series teams during even-numbered years from '76-85. The practice of playing each game by the rules of the designated home team's league began in the 1986 World Series.",designated-hitter-rule
https://www.mlb.com/glossary/rules/designated-runner,All half-innings after the conclusion of the ninth inning begin with an automatic runner on second base. The rule applies only to regular-season games.,designated-runner
https://www.mlb.com/glossary/rules/designated-runner,"The runner placed on second base at the start of each half-inning in extras is the player in the batting order immediately preceding that half-inning’s leadoff hitter, or a pinch-runner. So, if the No. 7 hitter in the order is due to lead off, the No. 6 hitter (or a pinch-runner for the No. 6 hitter) would be placed on second base.",designated-runner
https://www.mlb.com/glossary/rules/designated-runner,"If the automatic runner comes around to score, an earned run is not charged to the pitcher.",designated-runner
https://www.mlb.com/glossary/rules/designated-runner,"History of the rule: The automatic runner was initially instituted as part of MLB's health and safety protocols during the pandemic-shortened 2020 season. It was kept in place in 2021 and 2022, and the Joint Competition Committee voted to make it a permanent addition to the rulebook prior to the 2023 season.",designated-runner
https://www.mlb.com/glossary/rules/doctoring-the-baseball,"No player is permitted to intentionally damage, deface or discolor the baseball by rubbing it with any type of foreign item or substance, including dirt or saliva. Failure to follow this rule will result in an ejection and an automatic 10-game suspension.",doctoring-the-baseball
https://www.mlb.com/glossary/rules/doctoring-the-baseball,"The pitcher is allowed to rub the ball between his bare hands but cannot spit on the ball, his hands or his glove. Also, pitchers are not allowed to rub the ball on their clothes, glove or other body parts besides their hands, nor are they permitted to pitch with an attachment such as a bandage, tape or bracelet on either hand or wrist.",doctoring-the-baseball
https://www.mlb.com/glossary/rules/doctoring-the-baseball,"While in contact with the pitching rubber, the pitcher is not allowed to touch his mouth or lips at all. He can touch his mouth or lips when in the 18-foot circle surrounding the pitching rubber, but he is not permitted to then touch the baseball or the pitching rubber without first wiping his pitching hand dry. The pitcher shall be issued a warning the first time he violates this rule and then the umpire shall call an automatic ball for each subsequent violation. The pitcher may be allowed to blow on his pitching hand in a game played in cold weather, provided both managers agree to that exception prior to the start of the game.",doctoring-the-baseball
https://www.mlb.com/glossary/rules/doctoring-the-baseball,"History of the rule: Pitches utilizing foreign substances, such as the spitball, were outlawed in 1920, but teams were allowed to designate up to two pitchers who could legally use the spitball during the 1920 season. Following that campaign, Major League Baseball designated 17 pitchers as legal spitballers who were permitted to use the spitball for the remainder of their careers. The spitball hasn't been legally used since Burleigh Grimes retired in 1934.",doctoring-the-baseball
https://www.mlb.com/glossary/rules/fair-ball,"The foul lines and foul poles are used to demarcate fair territory and, thus, determine what constitutes a fair ball.",fair-ball
https://www.mlb.com/glossary/rules/fair-ball,"Any batted ball that first contacts a fielder while the ball is in fair territory is considered fair. If not touched by a fielder, any batted ball that first contacts the field in fair territory beyond first or third base -- with the foul lines and foul poles counting as fair territory -- is considered fair. Batted balls that first contact the field between home plate and first or third base are considered fair if they subsequently bounce over or directly contact either base, or otherwise pass either base while in fair territory. They are also considered fair if they settle in fair territory between home plate and first or third base, including instances in which they bounce off home plate.",fair-ball
https://www.mlb.com/glossary/rules/fair-ball,"Batted balls that directly strike either foul pole on the fly, or leave the park on a fly to the right of the left-field foul pole and to the left of the right-field foul pole are considered home runs.",fair-ball
https://www.mlb.com/glossary/rules/field-dimensions,"No Major League ballparks are exactly alike, but certain aspects of the field of play must be uniform across baseball.",field-dimensions
https://www.mlb.com/glossary/rules/field-dimensions,"History: In the early days of baseball, the rules and field dimensions were quite different from what we know today. The Knickerbocker Rules -- the first surviving rules for the sport -- were codified in 1845 and make no mention of the pitching distance. Back then, “home base,” where the batter stood, was a circular-shaped piece of stone or metal, and there was but one rule pertaining to the pitcher: “The ball must be pitched, not thrown, for the bat.”",field-dimensions
https://www.mlb.com/glossary/rules/field-dimensions,"It was not the goal of the pitcher to throw strikes or for the batter to avoid them, because strikes were still 13 years away from their existence. The goal for both sides, rather, was for the ball to be put in play. Pitchers were required to deliver the ball underhand.",field-dimensions
https://www.mlb.com/glossary/rules/field-dimensions,"It was not until the Baseball Convention of 1857 -- a meeting of 16 New York City area clubs -- that an official pitching distance was set. That same meeting was the first to establish the 90-foot distance between basepaths with which we are obviously familiar, but the pitching distance was set at 45 feet. The pitching area was marked by a 12-foot-long line, with the center of the line marked by a fixed circular iron plate. Pitchers were allowed to roam around, as long as the ball was delivered from behind the 12-foot line. In 1863, a pitcher’s box was effectively created with the addition of a second 12-foot line, 48 feet from home base. The pitcher, therefore, had to operate within that 3-foot space from front to back.",field-dimensions
https://www.mlb.com/glossary/rules/field-dimensions,"Over time, as pitchers began to experiment with speed and movement, the rules evolved to rein in their dominance. In 1881, it was Harry Wright, the so-called “Father of Professional Baseball” and organizer of the Cincinnati Red Stockings, who successfully proposed pushing back the pitching distance to 50 feet.",field-dimensions
https://www.mlb.com/glossary/rules/field-dimensions,"Overhand tosses became fully permitted in the National League in 1884. In 1887 came a new dictum: Pitchers had to have their back foot in contact with the back line of the pitcher’s box, which by this point sat 5 1/2 feet behind the front line. That means pitchers were required to throw from a measurement of 55 feet, 6 inches from the now-square-shaped home base (the pentagonal shape was not introduced until 1900).",field-dimensions
https://www.mlb.com/glossary/rules/field-dimensions,"Pitchers were moved back another five feet ---- in 1893. The pitcher’s box was replaced with a slab, and, as with the back line of the box, the pitcher was required to place his back foot upon it.",field-dimensions
https://www.mlb.com/glossary/rules/field-dimensions,"From the early 1900s through 1968, the pitcher's plate was permitted to be 15 inches above the level of home plate. That height was lowered to 10 inches starting with the 1969 season, in response to a 1968 campaign -- now known as the ""Year of the Pitcher"" -- in which the dominance of hurlers reached new heights.",field-dimensions
https://www.mlb.com/glossary/rules/field-dimensions,"The specification on minimum park dimensions was put into place due to the stadium controversy surrounding the Brooklyn Dodgers' move to Los Angeles in 1958. The Dodgers played at the Los Angeles Memorial Coliseum while Dodger Stadium was being built, but the Coliseum was not designed to hold baseball games. The Coliseum's left-field fence was roughly 250 feet away from home plate and the club had to erect a 40-foot-high screen to protect against short home runs. The specification is not strictly enforced, however, so long as teams do not build parks that egregiously violate the rule. For example, Petco Park opened in 2004 and is officially 396 feet in center field, and Oriole Park at Camden Yards opened in 1992 and is 318 feet down the right-field line.",field-dimensions
https://www.mlb.com/glossary/rules/field-dimensions,"In September 2022, Major League Baseball announcedthat were approved by the league’s Competition committee. The rules were adopted after extensive testing at the Minor League level over a several-year period and with feedback from MLB player and umpire representatives.",field-dimensions
https://www.mlb.com/glossary/rules/field-dimensions,"One of the rule changes covers the size of the bases, which traditionally have been 15 inches square, but were increased to 18 inches square. Home plate remained unchanged.",field-dimensions
https://www.mlb.com/glossary/rules/fielder-right-of-way,Fielders have a right to occupy any space needed to catch or field a batted ball and also must not be hindered while attempting to field a thrown ball.,fielder-right-of-way
https://www.mlb.com/glossary/rules/fielder-right-of-way,"If any member of the batting team (including the coaches) interferes with a fielder's right of way to field a batted ball, the batter shall be declared out. If any member of the batting team (including the coaches) interferes with a fielder's right of way to field a thrown ball, the runner on whom the play is being made shall be ruled out. In both cases, the ball will be declared dead and all runners must return to their last legally occupied base at the time of the interference. However, a runner is not obligated to vacate a base he is legally permitted to occupy to allow a defender the space to field a batted or thrown ball in the proximity of said base.",fielder-right-of-way
https://www.mlb.com/glossary/rules/fielder-right-of-way,"Interference can also be called on the offensive team if a batter hinders the catcher after a third strike when the ball is not caught, a batter intentionally deflects any foul ball, and a baserunner hinders a following play being made on another runner after having scored or been put out.",fielder-right-of-way
https://www.mlb.com/glossary/rules/fielder-right-of-way,"When running the last half of the way to first base while the ball is being fielded in the vicinity of first, a baserunner must stay within the runner's lane unless they are avoiding a player fielding a batted ball. If the umpire determines that the baserunner has interfered with the player taking the throw at first base by running out of the runner's lane, the baserunner can be called for interference.",fielder-right-of-way
https://www.mlb.com/glossary/rules/fielder-right-of-way,"Prior to the 2024 season, theto include the dirt between the foul line and the infield grass. Previously, the rule required a batter to stay between the foul line and a three-foot line drawn on the right-hand side of the dirt while running the last half of the distance between home plate and first base.",fielder-right-of-way
https://www.mlb.com/glossary/rules/force-play,"A force play occurs when a baserunner is no longer permitted to legally occupy a base and must attempt to advance to the next base. The defense can retire the runner by tagging the next base before he arrives, though not if the defensive team first forces out a trailing runner. In that instance, the force play is removed and the defense must tag the remaining runners to retire them.",force-play
https://www.mlb.com/glossary/rules/force-play,"First base tends to have the most force plays, as batters are eligible to be forced out at first any time they put the ball into fair territory and it is not caught in the air.",force-play
https://www.mlb.com/glossary/rules/foul-ball,"The foul lines and foul poles are used to demarcate fair territory and, thus, determine what constitutes a foul ball.",foul-ball
https://www.mlb.com/glossary/rules/foul-ball,"Any batted ball that first contacts a fielder while the ball is in foul territory is considered foul. If not touched by a fielder in fair territory, any batted ball that first contacts the field in foul territory beyond first or third base -- with the foul lines and foul poles counting as fair territory -- is considered foul. Batted balls that first contact the field between home plate and first or third base are considered foul if they don't subsequently bounce over or directly contact either base, otherwise pass either base while in fair territory, or ultimately settle at some point in fair territory between home plate and either base.",foul-ball
https://www.mlb.com/glossary/rules/foul-ball,Batted balls that leave the park on a fly to the left of the left-field foul pole or to the right of the right-field foul pole -- without striking the pole in either case -- are considered foul.,foul-ball
https://www.mlb.com/glossary/rules/foul-tip,"A foul tip is a batted ball that goes sharply and directly to the catcher's hand or glove and is legally caught. A foul tip is considered equivalent to a ball in which the batter swings and misses, in that the baserunners are able to advance at their own risk (without needing to tag up). Should the batter produce a foul tip after previously accruing two strikes, the foul tip is considered strike three and the batter is out.",foul-tip
https://www.mlb.com/glossary/rules/foul-tip,"The term ""foul tip"" is commonly used to describe any pitch that is slightly struck into foul territory, but the ball must be caught by the catcher in order for it to be considered a foul tip by rule. If the ball is not caught by the catcher, it is considered a regular foul ball and the baserunners are not able to advance.",foul-tip
https://www.mlb.com/glossary/rules/ground-rules,"The Commissioner's Office issues a list of universal ground rules that are to be used in every Major League ballpark each season. Individual parks then are able to institute their own special ground rules, covering instances in which the intricacies of said parks might influence the game. For example, Tropicana Field has a number of special ground rules regarding occurrences of a batted ball striking a catwalk, light or another suspended object.",ground-rules
https://www.mlb.com/glossary/rules/ground-rules,"The home team is the sole judge as to whether a game shall not begin due to unsuitable weather or playing-field conditions, except for the second game of a doubleheader. In the latter instance, the umpire-in-chief of the first game of the doubleheader shall make that call.",ground-rules
https://www.mlb.com/glossary/rules/ground-rules,"For ballparks with retractable roofs, the decision to begin the game with the roof open or closed rests with the home team during the regular season. The roof can be closed only for weather reasons if the game begins with the roof open. If the game begins with the roof closed, it can be reopened once if the home team determines the climatic environment has reached a level where fan comfort and enjoyment will be best served by opening the roof. The roof may be moved only once during a game, unless inclement weather indicates otherwise. During the postseason, the Commissioner or another designated official shall make all decisions regarding roof movement, in consultation with the home club and the umpire crew chief.",ground-rules
https://www.mlb.com/glossary/rules/infield-fly,"An infield fly is any fair fly ball (not including a line drive or a bunt) which can be caught by an infielder with ordinary effort when first and second or first, second and third base are occupied, before two men are out. The rule is in place to protect against a team allowing a shallow fly ball to drop in with the intention of causing a force play at second and third or second, third and home. Otherwise, the team would be able to force out baserunners who had stayed put on a routine fly ball.",infield-fly
https://www.mlb.com/glossary/rules/infield-fly,"In these situations, the umpire will declare ""infield fly"" for the benefit of the baserunners as soon as it is apparent that the fly ball qualifies as an infield fly. The batter is out even if the ball is not caught, and the baserunners can advance at their own risk. If the ball is caught, the baserunners can attempt to advance as they would on a typical ball caught in the air.",infield-fly
https://www.mlb.com/glossary/rules/manager-challenge,"Each club receives two manager challenges to start each All-Star Game and postseason game and one manager challenge to start every other game. All reviews are conducted at the Replay Command Center, which is located at Major League Baseball Advanced Media headquarters in New York, by replay officials -- full-time Major League umpires who work shifts at the Replay Command Center in addition to their on-field work. Replay officials review all calls subject to replay review and decide whether to change the call on the field, confirm the call on the field or let stand the call on the field due to the lack of clear and convincing evidence.",manager-challenge
https://www.mlb.com/glossary/rules/manager-challenge,"A manager may challenge as many reviewable calls within a single play as he desires using one challenge. The club retains its manager challenge if the replay official overturns any challenged call (even if he upholds other challenged calls), and loses its manager challenge if no calls are overturned. Once a club has exhausted its available manager challenge(s), it will no longer have the ability to challenge any additional play or call in the game.",manager-challenge
https://www.mlb.com/glossary/rules/manager-challenge,"Managers must hold their hands up immediately after a play to signal to the umpires that they are considering a challenge. Once the manager alerts the umpire to a potential challenge, the umpire will initiate a 15-second timer. The manager must then decide whether to challenge the call on the field before that timer reaches zero. Otherwise, any challenge request would be denied.",manager-challenge
https://www.mlb.com/glossary/rules/manager-challenge,"Both managers may challenge different reviewable calls within the same reviewable play, and the replay official shall review the challenged calls in the order in which the calls occurred during the game. If the decision of the replay official on an earlier reviewable call renders moot a later reviewable call, the subsequent call shall not be reviewed and that club shall not be charged with the challenge.",manager-challenge
