url,text,tag
https://www.mlb.com/glossary/rules/manager-challenge,"The manager must ensure that the umpire knows the specific calls for which he is seeking replay review, but the manager need not state the reason for his belief that the call was incorrect. Moreover, the replay official shall have no authority to review any calls other than those included in a manager's challenge or those accepted for review by the crew chief.",manager-challenge
https://www.mlb.com/glossary/rules/manager-challenge,"History of the rule: Major League Baseball instituted replay review -- to be used at the umpire's discretion -- on disputed home run calls (fair or foul, in or out of the ballpark, fan interference) on Aug. 28, 2008.",manager-challenge
https://www.mlb.com/glossary/rules/manager-challenge,"Replay review was expanded starting in the 2014 season, giving managers one challenge to start the game and allowing them to challenge two times in total provided the first challenge resulted in an overturned call. In addition, a much wider range of calls were made subject to review.",manager-challenge
https://www.mlb.com/glossary/rules/manager-challenge,"Replay review was modified again in 2015, permitting managers to retain their challenge after every overturned call; allowing them to signal for a challenge during an inning without approaching the umpire on the field; and providing two challenges for any All-Star Game, postseason game and Divisional or Wild Card tiebreaker game. The list of calls that were subject to review was also expanded again in 2015 and 2016.",manager-challenge
https://www.mlb.com/glossary/rules/mound-visit,"The members of the coaching staff (including the manager) can make one mound visit per pitcher per inning without needing to remove the pitcher from the game. If the same pitcher is visited twice in one inning, the pitcher must be removed from the contest. These mound visits are limited to 30 seconds, starting when the manager or coach has exited the dugout and been granted time by the umpire. The mound visit is considered to be concluded once the manager or coach leaves the 18-foot circle surrounding the pitching rubber, though they are permitted to temporarily leave that area to notify the umpire of a substitution. In that case, the manager or coach can then return to the mound without it being counted as two mound visits.",mound-visit
https://www.mlb.com/glossary/rules/mound-visit,"Mound visits are limited to four per team per nine innings, though an extra mound visit is awarded for the ninth inning if the defensive team has zero remaining visits at the end of the eighth. Teams also receive an additional visit for every extra inning played.",mound-visit
https://www.mlb.com/glossary/rules/mound-visit,"Any manager, coach or player visit to the mound counts as a mound visit under this rule, though visits to the mound to clean cleats in rainy weather, to check on a potential injury or after the announcement of an offensive substitution are excepted. Normal communication between a player and pitcher that doesn't require either to vacate his position on the field doesn't count as a visit. If a team is out of visits, the umpire will have discretion to grant a brief visit at the catcher's request if a cross-up has occurred between the pitcher and catcher.",mound-visit
https://www.mlb.com/glossary/rules/mound-visit,"History of the rule: Mound visits had no time limit prior to the 2016 season, when Major League Baseball began limiting visits by managers and coaches to 30 seconds. The rule limiting each team to six mound visits per nine innings was instituted prior to the 2018 campaign and changed to five per nine innings prior to the 2019 season. The number of mound visits was reduced again to four per nine innings prior to the 2024 season.",mound-visit
https://www.mlb.com/glossary/rules/mound-visit,"Prior to 2018, the only restriction on the number of mound visits each team could make was the one requiring a pitcher to be removed if he was visited twice in one inning.",mound-visit
https://www.mlb.com/glossary/rules/neighborhood-play,"The ""neighborhood play"" is a colloquial term used to describe the leeway granted to middle infielders with regards to touching second base while in the process of turning a ground-ball double play. Though it is not explicitly mentioned in the rulebook, middle infielders were long able to record an out on the double-play pivot simply by being in the proximity -- or neighborhood -- of the second-base bag. The maneuver had been permitted for safety purposes, as it allowed the pivot man to get out of the way of the oncoming baserunner as quickly as possible.",neighborhood-play
https://www.mlb.com/glossary/rules/neighborhood-play,"But via a rule change instituted before the 2016 season, the neighborhood play is now reviewable by instant replay. That means middle infielders must touch the second-base bag while in possession of the ball in order to ensure the out is made on a ground-ball double play. In order to protect the middle infielders, Major League Baseball also amended the sliding rules for baserunners.",neighborhood-play
https://www.mlb.com/glossary/rules/neighborhood-play,"History of the rule: The amendments to the sliding rules were implemented after a 2015 season in which a number of middle infielders were injured by sliding baserunners while covering second base. In accordance with the rule change, MLB determined that questionable slides and the neighborhood play would both now be reviewable by instant replay.",neighborhood-play
https://www.mlb.com/glossary/rules/obstruction,"Obstruction describes an act by a fielder, who is not in possession of the ball or in the process of fielding it, that impedes the baserunner's progress.",obstruction
https://www.mlb.com/glossary/rules/obstruction,"If a play is being made on the obstructed baserunner, the ball is ruled dead and the umpire can place all runners on the base he determines they would have reached without the obstruction. If no play is being made on the obstructed runner, the umpire will allow the play to progress until its natural conclusion and then impose any penalties he sees fit to nullify the act of obstruction.",obstruction
https://www.mlb.com/glossary/rules/official-scorer,"The official scorer is the person appointed to observe from the press box and record the outcome of everything that happens during a game, and to make judgment calls that affect the official record of said game. The official scorer files a report after each game for documentation purposes.",official-scorer
https://www.mlb.com/glossary/rules/official-scorer,"The most common judgment call an official scorer makes is whether a batter reached base on a hit or an error. Other rulings made by the official scorer include whether a pitch that goes past the catcher is a wild pitch or a passed ball, and which reliever is credited with a win when the starting pitcher does not go five innings but leaves with a lead that his team doesn't relinquish.",official-scorer
https://www.mlb.com/glossary/rules/official-scorer,"The official scorer is permitted to change a judgment call for up to 24 hours after a game concludes or is suspended. A player or team can request that the executive vice president of baseball operations review a call in which said player or team participated. This request must come within 72 hours after the conclusion or suspension of that game, or 72 hours after the official scorer's call in the event a postgame change is made.",official-scorer
https://www.mlb.com/glossary/rules/ordinary-effort,"Ordinary effort refers to the effort that a fielder of average skill at a specific position should exhibit on a play, with due consideration given to the conditions of the playing field and the weather. Umpires must use that standard when calling infield fly plays, and the official scorer uses it to judge what constitutes an error, a wild pitch, a passed ball and a sacrifice.",ordinary-effort
https://www.mlb.com/glossary/rules/pace-of-play,A number of changes have been implemented to improve the pace of play since the 2014 season.,pace-of-play
https://www.mlb.com/glossary/rules/pace-of-play,"In 2015, timers were installed in Major League stadiums to measure the break time between innings and pitching changes. MLB lowered the time between innings to 2 minutes for local broadcasts and nationally televised games in 2019. MLB had instituted times of 2 minutes, 5 seconds for local broadcasts and 2 minutes, 25 seconds for nationally televised games in 2016, decreasing these times by 20 seconds from where they were previously. Prior to the 2018 season, MLB established a separate time of 2 minutes, 55 seconds for postseason games.",pace-of-play
https://www.mlb.com/glossary/rules/pace-of-play,"As of 2018, the umpire's signal for the final warmup pitch comes at the 25-second mark and the pitcher must throw it before the clock hits 20. The batter will be announced at the 20-second mark and the pitcher must begin his windup to throw the first pitch of the inning within the five seconds before the clock hits zero. The pitcher can take as many warmup pitches as he wants within these countdown parameters.",pace-of-play
https://www.mlb.com/glossary/rules/pace-of-play,"For between-innings breaks, the timer begins when the final out of the inning is recorded, with several exceptions. If the pitcher is on base, on deck or at bat when the inning ends, the timer begins when the pitcher leaves the dugout for the mound. If the catcher is on base, on deck or at bat when the inning ends, the timer begins when the catcher enters the dugout (another catcher can begin warming up the pitcher). If the final out of the inning is subject to replay, the timer begins when the umpire signals the out. And for any extended between-innings event previously approved by the Office of the Commissioner (such as the playing of ""God Bless America""), the timer begins at the conclusion of the event.",pace-of-play
https://www.mlb.com/glossary/rules/pace-of-play,"The timing clock also applies to pitching changes and begins as soon as the relief pitcher crosses the warning track (or the foul line for on-field bullpens). Players can be excused from these time limits if a delay in normal warmup activities occurs due to no fault of the players, or the umpire believes a player would be at legitimate risk of injury without receiving additional time.",pace-of-play
https://www.mlb.com/glossary/rules/pace-of-play,"In 2016, MLB began limiting mound visits -- which previously had no limit -- to 30 seconds starting when the manager or coach has exited the dugout and been granted time by the umpire. A rule limiting the number of mound visits was first established in 2018.",pace-of-play
https://www.mlb.com/glossary/rules/pace-of-play,"As of 2024, clubs are limited to four mound visits per team per nine innings, though an extra mound visit is awarded for the ninth inning if the defensive team has zero remaining visits at the end of the eighth. Teams also receive an additional visit for every extra inning played. Any manager, coach or player visit to the mound counts as a mound visit, though visits to the mound to clean cleats in rainy weather, to check on a potential injury or after the announcement of an offensive substitution are excepted. Normal communication between a player and pitcher that doesn't require either to vacate his position on the field doesn't count as a visit. If a team is out of visits, the umpire will have discretion to grant a brief visit at the catcher's request if a cross-up has occurred between the pitcher and catcher.",pace-of-play
https://www.mlb.com/glossary/rules/pace-of-play,"In September 2022, Major League Baseball announcedthat were approved by the league’s Competition Committee. The rules were adopted after extensive testing at the Minor League level over a several-year period and with feedback from MLB player and umpire representatives. In an effort to create a quicker pace of play, a 30-second timer between batters was implemented in 2023. A timer was also implemented between pitches -- 15 seconds with the bases empty and 20 seconds with runners on. The timer was reduced to 18 seconds with runners on base starting in 2024.",pace-of-play
https://www.mlb.com/glossary/rules/pitch-timer,"In September 2022, Major League Baseball announcedthat were approved by the league’s Competition Committee. The rules were adopted after extensive testing at the Minor League level over a several-year period and with feedback from MLB player and umpire representatives.",pitch-timer
https://www.mlb.com/glossary/rules/pitch-timer,"In an effort to create a quicker pace of play, a 30-second timer between batters was implemented in 2023. A timer was also implemented between pitches -- 15 seconds with the bases empty and 20 seconds with runners on. The timer was reduced to 18 seconds with runners on base.",pitch-timer
https://www.mlb.com/glossary/rules/pitch-timer,The rule change stipulates the following:,pitch-timer
https://www.mlb.com/glossary/rules/protested-game,"As of the 2021 season, Rule 7.04 in the Official Baseball Rules was amended to read:",protested-game
https://www.mlb.com/glossary/rules/protested-game,"""Protesting a game shall never be permitted, regardless of whether such complaint is based on judgment decisions by the umpire or an allegation that an umpire misapplied these rules or otherwise rendered a decision in violation of these rules.""",protested-game
https://www.mlb.com/glossary/rules/regulation-game,"A game is considered a regulation game -- also known as an ""official game"" -- once the visiting team has made 15 outs (five innings) and the home team is leading, or once the home team has made 15 outs regardless of score.",regulation-game
https://www.mlb.com/glossary/rules/regulation-game,"Prior to the 2020 season, if a game was terminated early due to weather before becoming official, the results up to the point of the termination did not count and the game was started over at a later date. But as part of MLB's health and safety protocols during the COVID-19 pandemic, all games cut short due to weather before becoming official were resumed at a later date, rather than started over from scratch, during the 2020 campaign.",regulation-game
https://www.mlb.com/glossary/rules/regulation-game,The rules below remained in place.,regulation-game
https://www.mlb.com/glossary/rules/regulation-game,"If a regulation game is terminated early due to weather, the results are considered final if the home team is leading. If the home team is trailing, the results are considered final if the game is not in the midst of an inning when the visiting team has taken the lead.",regulation-game
https://www.mlb.com/glossary/rules/regulation-game,"If a regulation game is terminated early due to weather and the game is either tied or in the midst of an inning in which the visiting team has taken the lead, it becomes a suspended game that will be completed at a later date from the point of termination.",regulation-game
https://www.mlb.com/glossary/rules/regulation-game,"If not terminated early, regulation games last until the trailing team has had the chance to make 27 outs (nine innings). If the home team is leading after the visiting team has made three outs in the top of the ninth inning, the home team wins and does not have to come to bat in the bottom of the ninth.",regulation-game
https://www.mlb.com/glossary/rules/regulation-game,"If the game is tied after both teams have made 27 outs each, the game will go to extra innings. It will continue until the home team takes the lead at any point, or the visiting team takes the lead and the home team subsequently makes three outs without tying the game or going ahead.",regulation-game
https://www.mlb.com/glossary/rules/replay-review,Replay review in Major League Baseball is designed to provide timely review of certain disputed calls and is initiated by a manager challenge or by the umpire crew chief.,replay-review
https://www.mlb.com/glossary/rules/replay-review,"All reviews are conducted at the Replay Command Center, which is located at Major League Baseball Advanced Media headquarters in New York, by replay officials -- full-time Major League umpires who work shifts at the Replay Command Center in addition to their on-field shifts. Replay officials review all calls subject to replay review and decide whether to change the call on the field, confirm the call on the field or let stand the call on the field due to the lack of clear and convincing evidence. Beginning in the 2017 season, replay officials are expected to render a decision on a replay review within a two-minute time period (some exceptions permitted).",replay-review
https://www.mlb.com/glossary/rules/replay-review,"If replay review results in a change to a call that had been made on the field, the replay official shall exercise his discretion to place both clubs in the position they would have been in had the call on the field been correct.",replay-review
https://www.mlb.com/glossary/rules/replay-review,"The decision of the replay official to either uphold or change one or more calls subject to replay review shall be final and is not subject to further review or revision. Once replay review is initiated, on-field personnel from either club who further argue the contested calls or the decision of the replay official shall be ejected. No protest shall ever be permitted on judgment decisions by the replay official.",replay-review
https://www.mlb.com/glossary/rules/replay-review,"If a call is overturned on replay review, any decision made by a manager after the play and influenced by the incorrect call shall be nullified. That manager shall be permitted to reaffirm or change his strategic decision based on the result of the play as determined by the replay official.",replay-review
https://www.mlb.com/glossary/rules/replay-review,"At any time during a game, a crew chief may initiate a replay review of a potential home run call without a manager challenge being exercised. Beginning in the eighth inning, a crew chief may conduct a replay review of all reviewable calls upon his own initiative or upon the request of a manager who has no remaining manager challenges.",replay-review
https://www.mlb.com/glossary/rules/replay-review,"History of the rule: Major League Baseball instituted replay review -- to be used at the umpire's discretion -- on disputed home run calls (fair or foul, in or out of the ballpark, fan interference) on Aug. 28, 2008.",replay-review
https://www.mlb.com/glossary/rules/replay-review,"Replay review was expanded starting in the 2014 season, giving managers one challenge to start the game and allowing them to challenge two times in total provided the first challenge resulted in an overturned call. In addition, a much wider range of calls were made subject to review. Clubs could challenge potential home run calls, non-home run boundary calls, tag and force plays (except on a fielder touching second base while turning a double play), fair and foul balls in the outfield, catch plays in the outfield, a potential hit by pitch, whether a runner scored before a third out, whether a runner touched a base, whether a following runner passed the runner ahead of him, and record-keeping situations (ball-strike counts, outs, score and substitutions).",replay-review
https://www.mlb.com/glossary/rules/replay-review,"Replay review was modified again in the 2015 season, permitting managers to retain their challenge after every overturned call; allowing them to signal for a challenge during an inning without approaching the umpire on the field; and providing two challenges for any All-Star Game, postseason game and Divisional or Wild Card tiebreaker game. The list of calls that were subject to review was also expanded to include tag-up plays.",replay-review
https://www.mlb.com/glossary/rules/replay-review,"The slide rules on attempts to break up a double play were changed in the 2016 season, and calls pertaining to said rule were also made reviewable. Additionally, all force plays were made reviewable in the 2016 season, including a fielder touching second base while turning a double play.",replay-review
https://www.mlb.com/glossary/rules/rookie-eligibility,A player shall be considered a rookie unless he has exceeded any of the following thresholds in a previous season (or seasons):,rookie-eligibility
https://www.mlb.com/glossary/rules/rookie-eligibility,• 130 at-bats or 50 innings pitched in the Major Leagues.• 45 total days on an active Major League roster during the Championship Season (excluding time on the Injured List).,rookie-eligibility
https://www.mlb.com/glossary/rules/rookie-eligibility,A player must have rookie eligibility to be considered for any MLB rookie awards -- such as the American League or National League Rookie of the Year Award -- or appear on any MLB Pipeline prospect lists.,rookie-eligibility
https://www.mlb.com/glossary/rules/set-position,Pitchers are permitted to use two legal pitching deliveries -- the windup position and the set position -- and either position may be used at any time.,set-position
https://www.mlb.com/glossary/rules/set-position,"A pitcher is considered to be in the set position when he puts his pivot foot against the pitching rubber, has both shoulders facing first (for lefty pitchers) or third (for righty pitchers) base to some degree and holds the ball with both hands in front of his body. As a result of this configuration, a pitcher in the set position points his glove-hand shoulder toward the batter and his throwing shoulder toward center field. When delivering the ball from the set position, a pitcher simply lifts his free leg up, pushes off the rubber with his pivot foot, strides toward the batter and delivers the pitch to the catcher.",set-position
https://www.mlb.com/glossary/rules/set-position,"The set position is often used with runners on base, as the length of time needed to complete the delivery is much shorter than the windup position. Thus, pitchers are better able to prevent runners from stealing bases from the set position. To shorten their deliveries further when pitching from the set position, some pitchers use a ""slide step"" to stride toward the batter rather than first using a full leg kick. Because relievers often enter the game with runners already on base, many pitch from the set position exclusively -- even when the bases are empty.",set-position
https://www.mlb.com/glossary/rules/slide-rule,"When sliding into a base in an attempt to break up a double play, a runner has to make a ""bona fide slide."" Such is defined as the runner making contact with the ground before reaching the base, being able to reach the base with a hand or foot, being able to remain on the base at the completion of the slide (except at home plate) and not changing his path for the purpose of initiating contact with a fielder. The slide rule prohibits runners from using a ""roll block"" or attempting to initiate contact with the fielder by elevating and kicking his leg above the fielder's knee, throwing his arm or his upper body or grabbing the fielder. When a violation of the slide rule occurs, the offending runner and the batter-runner will be called out.",slide-rule
https://www.mlb.com/glossary/rules/slide-rule,"Accidental contact can occur in the course of a permissible slide, and a runner will not be called for interference if contact is caused by a fielder being in the runner's legal pathway to the base.",slide-rule
https://www.mlb.com/glossary/rules/slide-rule,History of the rule: Amendments to the sliding rules were implemented after a 2015 season in which a number of middle infielders were injured by sliding baserunners while covering second base.,slide-rule
https://www.mlb.com/glossary/rules/slide-rule,"Previously, runners were given a good deal of leeway when sliding into a base in an attempt to break up a double play. Even on plays when they made contact with a fielder, runners were rarely called for interference provided they were in reach of the base at any point in the course of their slides.",slide-rule
https://www.mlb.com/glossary/rules/spectator-interference,"In every case of spectator interference with a batted or thrown ball, the ball shall be declared dead and the baserunners can be placed where the umpire determines they would have been without the interference. When a spectator clearly prevents a fielder from catching a fly ball by reaching onto the field of play, the batter shall be ruled out. But no interference is called if a spectator comes in contact with a batted or thrown ball without reaching onto the field of play -- even if a fielder might have caught the ball had the spectator not been there.",spectator-interference
https://www.mlb.com/glossary/rules/strike-zone,"The official strike zone is the area over home plate from the midpoint between a batter's shoulders and the top of the uniform pants -- when the batter is in his stance and prepared to swing at a pitched ball -- and a point just below the kneecap. In order to get a strike call, part of the ball must cross over part of home plate while in the aforementioned area.",strike-zone
https://www.mlb.com/glossary/rules/strike-zone,"Strikes and balls are called by the home-plate umpire after every pitch has passed the batter, unless the batter makes contact with the baseball (in which case the pitch is automatically a strike).",strike-zone
https://www.mlb.com/glossary/rules/strike-zone,"History of the rule: The vertical specifications of the strike zone have been altered several times during the history of baseball, with the current version being implemented in 1996.",strike-zone
https://www.mlb.com/glossary/rules/strike-zone,Past strike zones: Note: The box outlined above delineates the borders of the Major League strike zone.,strike-zone
https://www.mlb.com/glossary/rules/substitutions,"Teams are permitted to substitute players any time the ball is dead. The manager must immediately notify the umpire of the switch and substitutes must bat in the replaced player's batting-order position. Once removed, players are not permitted to return to the game in any capacity. Types of substitutions include pinch-hitting, pinch-running, a pitching change and a defensive replacement.",substitutions
https://www.mlb.com/glossary/rules/substitutions,"Pitchers must either face a minimum of three batters in an appearance or pitch to the end of a half-inning, with exceptions for injuries and illnesses. If a pitcher faces one batter to end an inning, he may be removed, but if he is brought back for a second inning, he must still face two more batters for a total of three.",substitutions
https://www.mlb.com/glossary/rules/substitutions,"A double-switch refers to the act of substituting two players at once. Before the designated-hitter rule was adopted by the National League in the 2022-26 Collective Bargaining Agreement, the tactic was typically used in NL games to bring in a new pitcher when the pitcher's spot in the batting order was due up in the next half-inning. Rather than performing a straight one-for-one swap of pitcher for pitcher, a team would sub the new pitcher into the batting-order spot of a non-pitcher and sub another non-pitcher into the removed pitcher's batting-order spot. That way, the team could avoid having the pitcher come to bat in the next half-inning without needing to use additional substitutions for a pinch-hitter and then another pitcher.",substitutions
https://www.mlb.com/glossary/rules/suspended-game,"A suspended game is a game that is stopped early and must be completed at a later date from the point of termination, though not all terminated games become suspended games.",suspended-game
https://www.mlb.com/glossary/rules/suspended-game,"The most frequent cause of a suspended game is when a regulation game is terminated due to weather, and the game is either tied or in the midst of an inning in which the visiting team has taken the lead. Other rarer causes for suspended games include a technical malfunction in the stadium that prevents the game from continuing.",suspended-game
https://www.mlb.com/glossary/rules/suspended-game,"Prior to the 2020 season, if a regular season game was terminated early before becoming official, the results up to the point of the termination did not count and the game was started over at a later date. But as part of MLB's health and safety protocols during the COVID-19 pandemic, all games cut short before becoming official were resumed at a later date, rather than started over from scratch, during the 2020 campaign. This matched the rules that have been in place since 2008 for all postseason games and any tiebreaker games added to the end of the regular season.",suspended-game
https://www.mlb.com/glossary/rules/three-batter-minimum,"In an effort to reduce the number of pitching changes and, in turn, cut down the average time per game, MLB instituted a rule change that requires pitchers to either face a minimum of three batters in an appearance or pitch to the end of a half-inning, with exceptions for injuries and illnesses. If a pitcher faces one batter to end an inning, he may be removed, but if he is brought back for a second inning, he must still face two more batters for a total of three.",three-batter-minimum
https://www.mlb.com/glossary/rules/three-batter-minimum,"Previously, Rule 5.10(f) stated that the starting pitcher must pitch to one batter until that batter was put out or reached base, and Rule 5.10(g) stated that any reliever must pitch to one batter until that batter was put out or reached base, or the offensive team was put out, with exceptions for injuries and illnesses. These rules were in effect through the end of the 2019 season.",three-batter-minimum
https://www.mlb.com/glossary/rules/two-way-players,"MLB teams, in general, must designate every player on the active roster either as a pitcher or a position player, and are limited to carrying 13 pitchers on the active roster (14 pitchers from Sept. 1 through the end of the regular season).",two-way-players
https://www.mlb.com/glossary/rules/two-way-players,Players who are designated as position players are not allowed to pitch unless the game is in extra innings or their team is ahead or trailing by more than six runs when they take the mound.,two-way-players
https://www.mlb.com/glossary/rules/two-way-players,"However, teams can also designate players astwo-way players-- players who are both position players and pitchers -- if they meet certain criteria. Two-way players are able to pitch in any situation but don't count toward the active roster's pitcher total.: Players qualify for the two-way player designation if they have met both of the following conditions in either the current MLB season or any of the two previous seasons:",two-way-players
https://www.mlb.com/glossary/rules/two-way-players,"• Pitched at least 20 Major League innings• Started at least 20 Major League games as a position player or designated hitter, with at least three plate appearances in each of those games",two-way-players
https://www.mlb.com/glossary/rules/umpire,"Umpires are responsible for enforcing on-field rules and rendering decisions on judgment calls such as: Whether a batter or baserunner is safe or out, and whether a pitched baseball is a strike or a ball.",umpire
https://www.mlb.com/glossary/rules/umpire,"A regular-season contest will have four umpires: one behind home plate and one stationed near each of the other three bases. Each umpire makes ""out"" or ""safe"" decisions at his designated base, and the home-plate umpire is responsible for calling balls and strikes on each pitch that is thrown. The first-base umpire determines whether batted balls were hit into fair or foul territory down the right-field line past the first-base bag, with the third-base umpire doing the same on balls hit down the left-field line beyond the third-base bag. Umpires at first and third base can also assist the home-plate umpire in determining whether a batter offered at a pitch or ""checked his swing."" If the latter is determined, a pitch outside the strike zone is recorded as a ball.",umpire
https://www.mlb.com/glossary/rules/umpire,"Umpires also have the jurisdiction to eject players, coaches or managers who break certain rules or do not display proper on-field conduct.",umpire
https://www.mlb.com/glossary/rules/umpire,"Unlike the umpires stationed in the field, the home-plate umpire stands behind the plate and wears a facemask and a heavy chest pad in order to protect against batted balls that are fouled directly backward.",umpire
https://www.mlb.com/glossary/rules/umpire,"During postseason contests, Major League Baseball adds left-field and right-field umpires to help ensure accurate calls on baseballs hit down the fair/foul lines. Umpires stationed in the outfield can also assess if a batted ball hit in their vicinity was caught on the fly or trapped in a fielder's glove after bouncing on the grass.",umpire
https://www.mlb.com/glossary/rules/umpire,"Major League Baseball also employs replay officials -- full-time Major League umpires who work shifts in the Replay Command Center in New York. Replay officials review all calls subject to replay review and decide whether to change the call on the field, confirm the call on the field or let stand the call on the field due to the lack of clear and convincing evidence. Replay officials also work as on-field umpires during the season.",umpire
https://www.mlb.com/glossary/rules/warmup-pitches,"When taking their position at the beginning of an inning or when relieving another pitcher, pitchers are permitted to throw as many warmup pitches as they want within the countdown parameters set forth by Major League Baseball.",warmup-pitches
https://www.mlb.com/glossary/rules/warmup-pitches,"The time between innings is 2 minutes for both local broadcasts and nationally televised games in the regular season and 2 minutes, 55 seconds for postseason games. The umpire's signal for the final warmup pitch comes at the 25-second mark and the pitcher must throw it before the clock hits 20. The batter will be announced at the 20-second mark and the pitcher must begin his windup to throw the first pitch of the inning within the five seconds before the clock hits zero.",warmup-pitches
https://www.mlb.com/glossary/rules/warmup-pitches,"The timing clock also applies to pitching changes and begins as soon as the relief pitcher crosses the warning track (or the foul line for on-field bullpens). Players can be excused from these time limits if a delay in normal warmup activities occurs due to no fault of the players, or the umpire believes a player would be at legitimate risk of injury without receiving additional time.",warmup-pitches
https://www.mlb.com/glossary/rules/warmup-pitches,"For between-innings breaks, the timer begins when the final out of the inning is recorded, with several exceptions. If the pitcher is on base, on deck or at bat when the inning ends, the timer begins when the pitcher leaves the dugout for the mound. If the catcher is on base, on deck or at bat when the inning ends, the timer begins when the catcher enters the dugout (another catcher can begin warming up the pitcher). If the final out of the inning is subject to replay, the timer begins when the umpire signals the out. And for any extended between-innings event previously approved by the Office of the Commissioner (such as the playing of ""God Bless America""), the timer begins at the conclusion of the event.",warmup-pitches
https://www.mlb.com/glossary/rules/warmup-pitches,"Should a pitcher enter the game to replace one who was removed due to an injury or another emergency situation, he is granted as many warmup pitches as the umpire allows.",warmup-pitches
https://www.mlb.com/glossary/rules/warmup-pitches,"History of the rule: Prior to 2018, pitchers were granted up to eight warmup pitches under typical circumstances that didn't include an injury or another emergency situation.",warmup-pitches
https://www.mlb.com/glossary/rules/windup-position,Pitchers are permitted to use two legal pitching deliveries -- the windup position and the set position -- and either position may be used at any time.,windup-position
https://www.mlb.com/glossary/rules/windup-position,"A pitcher is considered to be in the windup position when he puts his pivot foot on the pitching rubber and has both shoulders facing the batter to some degree. When starting his delivery from the windup position, a pitcher has the option to take a step back or to the side with his free foot. The pitcher then turns his pivot foot to be parallel to the pitching rubber, lifts his free leg up, pushes off the rubber with his pivot foot, strides toward the batter and delivers the pitch to the catcher.",windup-position
https://www.mlb.com/glossary/rules/windup-position,"The windup position is rarely used with runners on base, as the length of time needed to complete the windup makes pitchers more susceptible to stolen bases if using it with men on base.",windup-position
